plan_id,crop_id,crop_name,modified_by,ABND_act,CMPL_act,PLAN_act,UNPL_act,DEFR_act,user_name,company_id
1146,810,SPINACH (RA),5,18,12,0,4,0,Deepak Thakur,2000
1154,808,CORN SWEET (RA),5,21,21,0,4,0,Deepak Thakur,2000
1186,810,SPINACH (RA),5,16,13,0,4,0,Deepak Thakur,2000
1199,803,LADY FINGER (RA),5,87,12,0,4,0,Deepak Thakur,2000
1201,810,SPINACH (RA),5,18,11,0,4,0,Deepak Thakur,2000
1214,810,SPINACH (RA),5,21,7,0,4,0,Deepak Thakur,2000
1261,803,LADY FINGER (RA),5,60,22,0,4,0,Deepak Thakur,2000
1317,835,PUMPKIN - GREEN (RA),5,54,45,0,5,0,Deepak Thakur,2000
1326,810,SPINACH (RA),5,8,21,0,4,0,Deepak Thakur,2000
1404,808,CORN SWEET (RA),5,25,23,0,4,0,Deepak Thakur,2000
1405,808,CORN SWEET (RA),5,26,22,0,4,0,Deepak Thakur,2000
1593,853,RADISH (Asiatic) (Del/Nwl/Pun-Win),5,21,23,0,4,0,Deepak Thakur,2000
1601,827,MUSTARD LEAF (RA),5,10,19,0,4,0,Deepak Thakur,2000
1729,857,FENUGREEK (Del/Nwl-Win),5,23,19,0,4,0,Deepak Thakur,2000
2108,870,CABBAGE (Del/Nwl-Win),5,10,76,0,4,0,Deepak Thakur,2000
2465,859,SPINACH (Del/Nwl-Sum/Win),5,15,21,0,4,0,Deepak Thakur,2000
2881,890,SPONGE GOURD (Del/Nwl - Sum),5,7,142,73,5,0,Deepak Thakur,2000
2884,889,PUMPKIN - GREEN  (Del/Nwl-Sum),5,25,81,0,5,0,Deepak Thakur,2000
2887,889,PUMPKIN - GREEN  (Del/Nwl-Sum),5,19,86,0,5,0,Deepak Thakur,2000
3147,896,LADY FINGER (Del-Sum),5,11,99,109,5,0,Deepak Thakur,2000
3310,896,LADY FINGER (Del-Sum),5,13,104,102,5,0,Deepak Thakur,2000
3311,896,LADY FINGER (Del-Sum),5,11,87,119,5,0,Deepak Thakur,2000
3398,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),5,9,31,0,3,0,Deepak Thakur,2000
3399,889,PUMPKIN - GREEN  (Del/Nwl-Sum),5,40,67,0,5,0,Deepak Thakur,2000
3400,859,SPINACH (Del/Nwl-Sum/Win),5,9,32,0,4,0,Deepak Thakur,2000
3407,890,SPONGE GOURD (Del/Nwl - Sum),5,7,103,110,5,0,Deepak Thakur,2000
3408,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),5,15,23,0,3,2,Deepak Thakur,2000
3442,886,CUCUMBER HYBRID (Del/Nwl - Sum),5,39,52,0,5,0,Deepak Thakur,2000
3444,896,LADY FINGER (Del-Sum),5,162,55,0,5,0,Deepak Thakur,2000
3445,890,SPONGE GOURD (Del/Nwl - Sum),5,7,120,94,5,0,Deepak Thakur,2000
3446,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),5,7,32,0,3,0,Deepak Thakur,2000
3447,896,LADY FINGER (Del-Sum),5,8,92,116,5,0,Deepak Thakur,2000
3448,890,SPONGE GOURD (Del/Nwl - Sum),5,8,160,33,5,0,Deepak Thakur,2000
3449,889,PUMPKIN - GREEN  (Del/Nwl-Sum),5,10,96,0,5,0,Deepak Thakur,2000
3536,896,LADY FINGER (Del-Sum),5,4,63,147,5,0,Deepak Thakur,2000
3537,896,LADY FINGER (Del-Sum),5,4,70,141,5,0,Deepak Thakur,2000
3562,859,SPINACH (Del/Nwl-Sum/Win),5,8,34,0,4,0,Deepak Thakur,2000
3563,844,COWPEA (BUSH) (RA),5,5,59,0,3,0,Deepak Thakur,2000
3564,859,SPINACH (Del/Nwl-Sum/Win),5,8,33,0,4,0,Deepak Thakur,2000
3644,889,PUMPKIN - GREEN  (Del/Nwl-Sum),5,46,58,0,5,0,Deepak Thakur,2000
3664,859,SPINACH (Del/Nwl-Sum/Win),5,7,34,0,4,0,Deepak Thakur,2000
3823,896,LADY FINGER (Del-Sum),5,2,35,178,5,0,Deepak Thakur,2000
3880,859,SPINACH (Del/Nwl-Sum/Win),5,40,0,0,4,0,Deepak Thakur,2000
3881,896,LADY FINGER (Del-Sum),5,1,21,189,5,0,Deepak Thakur,2000
64,805,BEETROOT (RA),6,8,25,0,8,0,Utkarsh Upadhyay,2000
117,801,TOMATO HYBRID (RA),6,99,0,0,23,0,Utkarsh Upadhyay,2000
140,812,CAULIFLOWER (RA),6,46,20,0,18,0,Utkarsh Upadhyay,2000
143,810,SPINACH (RA),6,20,10,0,12,0,Utkarsh Upadhyay,2000
144,810,SPINACH (RA),6,27,2,0,13,0,Utkarsh Upadhyay,2000
146,819,POTATO (RA),6,36,0,0,20,0,Utkarsh Upadhyay,2000
186,812,CAULIFLOWER (RA),6,44,39,0,19,0,Utkarsh Upadhyay,2000
207,810,SPINACH (RA),6,2,31,0,1,0,Utkarsh Upadhyay,2000
261,805,BEETROOT (RA),6,33,23,0,10,0,Utkarsh Upadhyay,2000
262,811,CABBAGE (RA),6,42,25,0,15,0,Utkarsh Upadhyay,2000
267,805,BEETROOT (RA),6,45,27,0,10,0,Utkarsh Upadhyay,2000
268,810,SPINACH (RA),6,4,24,0,3,0,Utkarsh Upadhyay,2000
269,811,CABBAGE (RA),6,37,29,0,14,0,Utkarsh Upadhyay,2000
306,805,BEETROOT (RA),6,30,29,0,7,0,Utkarsh Upadhyay,2000
307,811,CABBAGE (RA),6,25,39,0,9,0,Utkarsh Upadhyay,2000
308,826,SPRING ONION (RA),6,16,27,0,7,0,Utkarsh Upadhyay,2000
311,805,BEETROOT (RA),6,23,34,0,3,0,Utkarsh Upadhyay,2000
315,811,CABBAGE (RA),6,18,60,0,1,0,Utkarsh Upadhyay,2000
321,810,SPINACH (RA),6,14,15,0,5,0,Utkarsh Upadhyay,2000
337,827,MUSTARD LEAF (RA),6,28,0,0,9,0,Utkarsh Upadhyay,2000
338,828,FENUGREEK (RA),6,24,0,0,9,0,Utkarsh Upadhyay,2000
348,811,CABBAGE (RA),6,30,53,0,10,0,Utkarsh Upadhyay,2000
349,819,POTATO (RA),6,27,42,0,13,0,Utkarsh Upadhyay,2000
350,824,CORIANDER – Leaf (RA),6,4,23,0,0,0,Utkarsh Upadhyay,2000
351,828,FENUGREEK (RA),6,13,20,0,2,0,Utkarsh Upadhyay,2000
357,805,BEETROOT (RA),6,36,35,0,8,0,Utkarsh Upadhyay,2000
358,810,SPINACH (RA),6,9,22,0,2,0,Utkarsh Upadhyay,2000
359,810,SPINACH (RA),6,11,19,0,3,0,Utkarsh Upadhyay,2000
363,828,FENUGREEK (RA),6,14,16,0,4,0,Utkarsh Upadhyay,2000
365,811,CABBAGE (RA),6,30,47,0,5,0,Utkarsh Upadhyay,2000
380,810,SPINACH (RA),6,23,0,0,8,0,Utkarsh Upadhyay,2000
429,824,CORIANDER – Leaf (RA),6,22,0,0,4,0,Utkarsh Upadhyay,2000
431,805,BEETROOT (RA),6,41,0,0,10,0,Utkarsh Upadhyay,2000
563,831,WATERMELON (RA),6,13,39,0,18,0,Utkarsh Upadhyay,2000
564,830,MUSKMELON (RA),6,10,36,0,14,0,Utkarsh Upadhyay,2000
579,808,CORN SWEET (RA),6,11,24,0,15,0,Utkarsh Upadhyay,2000
581,810,SPINACH (RA),6,10,19,0,8,0,Utkarsh Upadhyay,2000
597,842,SPONGE GOURD (RA),6,87,111,0,42,0,Utkarsh Upadhyay,2000
602,810,SPINACH (RA),6,8,20,0,7,0,Utkarsh Upadhyay,2000
604,842,SPONGE GOURD (RA),6,104,98,0,50,0,Utkarsh Upadhyay,2000
616,808,CORN SWEET (RA),6,21,13,0,15,0,Utkarsh Upadhyay,2000
617,808,CORN SWEET (RA),6,17,18,0,15,0,Utkarsh Upadhyay,2000
622,803,LADY FINGER (RA),6,21,46,0,20,0,Utkarsh Upadhyay,2000
653,807,BOTTLEGOURD (RA),6,94,0,0,16,0,Utkarsh Upadhyay,2000
655,842,SPONGE GOURD (RA),6,205,0,0,50,0,Utkarsh Upadhyay,2000
657,825,CUCUMBER HYBRID (RA),6,77,0,0,15,0,Utkarsh Upadhyay,2000
660,807,BOTTLEGOURD (RA),6,45,44,0,16,0,Utkarsh Upadhyay,2000
662,824,CORIANDER – Leaf (RA),6,2,19,0,4,0,Utkarsh Upadhyay,2000
665,842,SPONGE GOURD (RA),6,77,121,0,42,0,Utkarsh Upadhyay,2000
667,808,CORN SWEET (RA),6,12,23,0,15,0,Utkarsh Upadhyay,2000
670,803,LADY FINGER (RA),6,21,46,0,20,0,Utkarsh Upadhyay,2000
769,842,SPONGE GOURD (RA),6,199,7,0,50,0,Utkarsh Upadhyay,2000
811,824,CORIANDER – Leaf (RA),6,5,18,0,4,0,Utkarsh Upadhyay,2000
829,805,BEETROOT (RA),6,43,0,0,10,0,Utkarsh Upadhyay,2000
830,803,LADY FINGER (RA),6,81,0,0,4,0,Utkarsh Upadhyay,2000
831,806,BITTERGOURD (RA),6,105,0,0,4,0,Utkarsh Upadhyay,2000
833,810,SPINACH (RA),6,4,26,0,8,0,Utkarsh Upadhyay,2000
838,810,SPINACH (RA),6,9,19,0,8,0,Utkarsh Upadhyay,2000
839,806,BITTERGOURD (RA),6,21,83,0,4,0,Utkarsh Upadhyay,2000
844,825,CUCUMBER HYBRID (RA),6,86,3,0,5,0,Utkarsh Upadhyay,2000
850,824,CORIANDER – Leaf (RA),6,8,15,0,4,0,Utkarsh Upadhyay,2000
862,825,CUCUMBER HYBRID (RA),6,33,49,0,5,0,Utkarsh Upadhyay,2000
865,842,SPONGE GOURD (RA),6,243,8,0,5,0,Utkarsh Upadhyay,2000
868,842,SPONGE GOURD (RA),6,86,148,0,5,0,Utkarsh Upadhyay,2000
870,803,LADY FINGER (RA),6,23,59,0,4,0,Utkarsh Upadhyay,2000
872,803,LADY FINGER (RA),6,20,62,0,4,0,Utkarsh Upadhyay,2000
882,807,BOTTLEGOURD (RA),6,99,1,0,5,0,Utkarsh Upadhyay,2000
883,842,SPONGE GOURD (RA),6,228,0,0,5,0,Utkarsh Upadhyay,2000
904,824,CORIANDER – Leaf (RA),6,24,0,0,3,0,Utkarsh Upadhyay,2000
909,824,CORIANDER – Leaf (RA),6,6,18,0,3,0,Utkarsh Upadhyay,2000
911,810,SPINACH (RA),6,13,21,0,4,0,Utkarsh Upadhyay,2000
946,810,SPINACH (RA),6,11,22,0,4,0,Utkarsh Upadhyay,2000
958,810,SPINACH (RA),6,19,15,0,4,0,Utkarsh Upadhyay,2000
961,842,SPONGE GOURD (RA),6,161,90,0,5,0,Utkarsh Upadhyay,2000
963,810,SPINACH (RA),6,14,20,0,4,0,Utkarsh Upadhyay,2000
969,810,SPINACH (RA),6,12,21,0,4,0,Utkarsh Upadhyay,2000
970,810,SPINACH (RA),6,7,25,0,4,0,Utkarsh Upadhyay,2000
975,824,CORIANDER – Leaf (RA),6,12,12,0,3,0,Utkarsh Upadhyay,2000
983,810,SPINACH (RA),6,12,22,0,4,0,Utkarsh Upadhyay,2000
1045,810,SPINACH (RA),6,21,12,0,4,0,Utkarsh Upadhyay,2000
1264,808,CORN SWEET (RA),6,17,24,0,4,0,Utkarsh Upadhyay,2000
1342,808,CORN SWEET (RA),6,21,21,0,4,0,Utkarsh Upadhyay,2000
1343,810,SPINACH (RA),6,7,21,0,4,0,Utkarsh Upadhyay,2000
1344,808,CORN SWEET (RA),6,26,16,0,4,0,Utkarsh Upadhyay,2000
1406,807,BOTTLEGOURD (RA),6,24,60,0,5,0,Utkarsh Upadhyay,2000
1468,828,FENUGREEK (RA),6,15,17,0,4,0,Utkarsh Upadhyay,2000
1516,835,PUMPKIN - GREEN (RA),6,59,38,0,5,0,Utkarsh Upadhyay,2000
1609,835,PUMPKIN - GREEN (RA),6,57,43,0,5,0,Utkarsh Upadhyay,2000
1610,807,BOTTLEGOURD (RA),6,50,35,0,5,0,Utkarsh Upadhyay,2000
1648,859,SPINACH (Del/Nwl-Sum/Win),6,19,17,0,4,0,Utkarsh Upadhyay,2000
1695,857,FENUGREEK (Del/Nwl-Win),6,21,22,0,4,0,Utkarsh Upadhyay,2000
1742,856,CARROT - RED (Del/Nwl-Win),6,39,39,0,4,0,Utkarsh Upadhyay,2000
1744,856,CARROT - RED (Del/Nwl-Win),6,39,39,0,4,0,Utkarsh Upadhyay,2000
1842,867,MUSTARD LEAF (Del/Nwl-Win),6,20,14,0,4,4,Utkarsh Upadhyay,2000
1869,863,CORN SWEET (Del/Nwl-Win),6,30,34,0,4,0,Utkarsh Upadhyay,2000
1871,871,SPRING ONION (Del/Nwl-Sum/Win),6,23,31,0,4,0,Utkarsh Upadhyay,2000
1876,871,SPRING ONION (Del/Nwl-Sum/Win),6,14,40,0,4,0,Utkarsh Upadhyay,2000
1889,855,BEETROOT (Del/Nwl-Win),6,35,41,0,4,0,Utkarsh Upadhyay,2000
1890,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),6,20,17,0,3,0,Utkarsh Upadhyay,2000
1891,857,FENUGREEK (Del/Nwl-Win),6,28,14,0,4,0,Utkarsh Upadhyay,2000
1910,857,FENUGREEK (Del/Nwl-Win),6,41,0,0,4,0,Utkarsh Upadhyay,2000
1911,867,MUSTARD LEAF (Del/Nwl-Win),6,5,34,0,4,0,Utkarsh Upadhyay,2000
2126,857,FENUGREEK (Del/Nwl-Win),6,17,25,0,4,0,Utkarsh Upadhyay,2000
2128,867,MUSTARD LEAF (Del/Nwl-Win),6,6,31,0,4,0,Utkarsh Upadhyay,2000
2131,870,CABBAGE (Del/Nwl-Win),6,25,65,0,4,0,Utkarsh Upadhyay,2000
2132,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),6,2,39,0,3,0,Utkarsh Upadhyay,2000
2133,881,BABY CORN (Del/Nwl-Win),6,13,52,0,4,0,Utkarsh Upadhyay,2000
2134,857,FENUGREEK (Del/Nwl-Win),6,15,30,0,4,0,Utkarsh Upadhyay,2000
2135,867,MUSTARD LEAF (Del/Nwl-Win),6,10,27,0,4,0,Utkarsh Upadhyay,2000
2137,855,BEETROOT (Del/Nwl-Win),6,8,66,0,4,0,Utkarsh Upadhyay,2000
2138,861,POTATO (Del-Win),6,24,35,0,4,0,Utkarsh Upadhyay,2000
2148,867,MUSTARD LEAF (Del/Nwl-Win),6,11,27,0,4,0,Utkarsh Upadhyay,2000
2149,863,CORN SWEET (Del/Nwl-Win),6,14,49,0,4,0,Utkarsh Upadhyay,2000
2150,871,SPRING ONION (Del/Nwl-Sum/Win),6,4,47,0,4,0,Utkarsh Upadhyay,2000
2151,859,SPINACH (Del/Nwl-Sum/Win),6,10,26,0,4,0,Utkarsh Upadhyay,2000
2152,855,BEETROOT (Del/Nwl-Win),6,14,60,0,4,0,Utkarsh Upadhyay,2000
2154,859,SPINACH (Del/Nwl-Sum/Win),6,14,23,0,4,0,Utkarsh Upadhyay,2000
2155,870,CABBAGE (Del/Nwl-Win),6,9,75,0,4,0,Utkarsh Upadhyay,2000
2156,861,POTATO (Del-Win),6,22,46,0,4,0,Utkarsh Upadhyay,2000
2176,870,CABBAGE (Del/Nwl-Win),6,27,45,0,4,0,Utkarsh Upadhyay,2000
2177,855,BEETROOT (Del/Nwl-Win),6,37,40,0,4,0,Utkarsh Upadhyay,2000
2178,867,MUSTARD LEAF (Del/Nwl-Win),6,6,32,0,4,0,Utkarsh Upadhyay,2000
2179,874,TOMATO OVAL (Del/Nwl-Win),6,25,109,0,4,0,Utkarsh Upadhyay,2000
2180,855,BEETROOT (Del/Nwl-Win),6,11,64,0,4,0,Utkarsh Upadhyay,2000
2181,874,TOMATO OVAL (Del/Nwl-Win),6,48,90,0,4,0,Utkarsh Upadhyay,2000
2292,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),6,9,29,0,3,0,Utkarsh Upadhyay,2000
2293,867,MUSTARD LEAF (Del/Nwl-Win),6,8,29,0,4,0,Utkarsh Upadhyay,2000
2296,860,CAULIFLOWER (Del/Nwl-Win),6,27,58,0,4,0,Utkarsh Upadhyay,2000
2297,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),6,10,28,0,3,0,Utkarsh Upadhyay,2000
2298,859,SPINACH (Del/Nwl-Sum/Win),6,17,12,0,4,6,Utkarsh Upadhyay,2000
2299,859,SPINACH (Del/Nwl-Sum/Win),6,10,13,0,4,13,Utkarsh Upadhyay,2000
2321,859,SPINACH (Del/Nwl-Sum/Win),6,8,28,0,4,0,Utkarsh Upadhyay,2000
2322,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),6,11,28,0,3,0,Utkarsh Upadhyay,2000
2323,866,CARROT - BLACK (Del/Nwl-Win),6,35,41,0,4,0,Utkarsh Upadhyay,2000
2591,890,SPONGE GOURD (Del/Nwl - Sum),6,5,150,50,5,0,Utkarsh Upadhyay,2000
2592,857,FENUGREEK (Del/Nwl-Win),6,15,27,0,4,0,Utkarsh Upadhyay,2000
2593,859,SPINACH (Del/Nwl-Sum/Win),6,16,25,0,4,0,Utkarsh Upadhyay,2000
3115,890,SPONGE GOURD (Del/Nwl - Sum),6,7,176,55,5,0,Utkarsh Upadhyay,2000
3117,886,CUCUMBER HYBRID (Del/Nwl - Sum),6,3,88,0,5,0,Utkarsh Upadhyay,2000
3118,884,BOTTLEGOURD (Del/Nwl-Sum),6,5,118,0,5,0,Utkarsh Upadhyay,2000
3119,889,PUMPKIN - GREEN  (Del/Nwl-Sum),6,82,38,0,5,1,Utkarsh Upadhyay,2000
3120,875,TOMATO ROUND DESI (Del/Nwl-Sum),6,5,99,0,4,0,Utkarsh Upadhyay,2000
3138,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),6,5,33,0,3,0,Utkarsh Upadhyay,2000
3313,884,BOTTLEGOURD (Del/Nwl-Sum),6,6,113,0,5,0,Utkarsh Upadhyay,2000
3314,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),6,7,32,0,3,0,Utkarsh Upadhyay,2000
3315,874,TOMATO OVAL (Del/Nwl-Win),6,11,125,0,4,0,Utkarsh Upadhyay,2000
3316,873,TOMATO OVAL (Del/Nwl-Sum),6,24,73,0,4,0,Utkarsh Upadhyay,2000
3414,890,SPONGE GOURD (Del/Nwl - Sum),6,8,103,95,5,0,Utkarsh Upadhyay,2000
3415,885,BITTERGOURD (Del/Nwl-Sum),6,8,88,28,4,0,Utkarsh Upadhyay,2000
3416,890,SPONGE GOURD (Del/Nwl - Sum),6,11,100,95,5,0,Utkarsh Upadhyay,2000
3417,885,BITTERGOURD (Del/Nwl-Sum),6,14,90,16,4,0,Utkarsh Upadhyay,2000
3418,886,CUCUMBER HYBRID (Del/Nwl - Sum),6,71,16,0,5,0,Utkarsh Upadhyay,2000
3419,889,PUMPKIN - GREEN  (Del/Nwl-Sum),6,10,93,0,5,0,Utkarsh Upadhyay,2000
3420,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),6,31,7,0,3,0,Utkarsh Upadhyay,2000
3421,896,LADY FINGER (Del-Sum),6,13,97,108,5,0,Utkarsh Upadhyay,2000
3422,896,LADY FINGER (Del-Sum),6,10,141,63,5,1,Utkarsh Upadhyay,2000
3423,886,CUCUMBER HYBRID (Del/Nwl - Sum),6,4,82,0,5,0,Utkarsh Upadhyay,2000
3427,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),6,6,33,0,3,0,Utkarsh Upadhyay,2000
3428,889,PUMPKIN - GREEN  (Del/Nwl-Sum),6,18,87,0,5,0,Utkarsh Upadhyay,2000
3429,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),6,38,0,0,3,0,Utkarsh Upadhyay,2000
3430,896,LADY FINGER (Del-Sum),6,9,94,113,5,0,Utkarsh Upadhyay,2000
3431,890,SPONGE GOURD (Del/Nwl - Sum),6,9,143,68,5,0,Utkarsh Upadhyay,2000
3432,889,PUMPKIN - GREEN  (Del/Nwl-Sum),6,6,95,0,5,0,Utkarsh Upadhyay,2000
3433,884,BOTTLEGOURD (Del/Nwl-Sum),6,19,100,0,5,0,Utkarsh Upadhyay,2000
3434,887,MUSKMELON  (Del/Nwl-Sum),6,9,57,0,5,0,Utkarsh Upadhyay,2000
3435,888,WATERMELON  (Del/Nwl-Sum),6,11,64,0,5,0,Utkarsh Upadhyay,2000
3436,862,CORN SWEET (Del/Nwl-Sum),6,14,33,0,4,0,Utkarsh Upadhyay,2000
3437,859,SPINACH (Del/Nwl-Sum/Win),6,29,13,0,4,0,Utkarsh Upadhyay,2000
3438,890,SPONGE GOURD (Del/Nwl - Sum),6,97,110,0,5,0,Utkarsh Upadhyay,2000
3440,884,BOTTLEGOURD (Del/Nwl-Sum),6,26,94,0,5,0,Utkarsh Upadhyay,2000
3441,889,PUMPKIN - GREEN  (Del/Nwl-Sum),6,31,74,0,5,0,Utkarsh Upadhyay,2000
3450,890,SPONGE GOURD (Del/Nwl - Sum),6,6,144,69,5,0,Utkarsh Upadhyay,2000
3452,889,PUMPKIN - GREEN  (Del/Nwl-Sum),6,10,91,0,5,0,Utkarsh Upadhyay,2000
3454,884,BOTTLEGOURD (Del/Nwl-Sum),6,18,108,0,5,0,Utkarsh Upadhyay,2000
3457,884,BOTTLEGOURD (Del/Nwl-Sum),6,9,106,6,5,0,Utkarsh Upadhyay,2000
3458,890,SPONGE GOURD (Del/Nwl - Sum),6,7,114,86,5,0,Utkarsh Upadhyay,2000
3459,884,BOTTLEGOURD (Del/Nwl-Sum),6,45,71,0,5,0,Utkarsh Upadhyay,2000
3460,890,SPONGE GOURD (Del/Nwl - Sum),6,6,98,101,5,0,Utkarsh Upadhyay,2000
3463,886,CUCUMBER HYBRID (Del/Nwl - Sum),6,11,73,0,5,0,Utkarsh Upadhyay,2000
3464,875,TOMATO ROUND DESI (Del/Nwl-Sum),6,11,95,6,4,0,Utkarsh Upadhyay,2000
3465,890,SPONGE GOURD (Del/Nwl - Sum),6,14,125,80,5,0,Utkarsh Upadhyay,2000
3474,896,LADY FINGER (Del-Sum),6,9,84,123,5,0,Utkarsh Upadhyay,2000
3803,889,PUMPKIN - GREEN  (Del/Nwl-Sum),6,84,19,0,5,0,Utkarsh Upadhyay,2000
78,810,SPINACH (RA),7,27,2,0,13,0,Keshav Kumar,2000
86,810,SPINACH (RA),7,27,2,0,13,0,Keshav Kumar,2000
90,810,SPINACH (RA),7,27,2,0,13,0,Keshav Kumar,2000
94,811,CABBAGE (RA),7,30,20,0,12,0,Keshav Kumar,2000
95,805,BEETROOT (RA),7,14,17,0,9,0,Keshav Kumar,2000
97,810,SPINACH (RA),7,0,33,0,9,0,Keshav Kumar,2000
98,810,SPINACH (RA),7,0,33,0,9,0,Keshav Kumar,2000
99,805,BEETROOT (RA),7,17,14,0,9,0,Keshav Kumar,2000
100,811,CABBAGE (RA),7,30,16,0,16,0,Keshav Kumar,2000
101,812,CAULIFLOWER (RA),7,48,14,0,22,0,Keshav Kumar,2000
102,805,BEETROOT (RA),7,30,0,0,10,0,Keshav Kumar,2000
103,811,CABBAGE (RA),7,33,16,0,13,0,Keshav Kumar,2000
104,812,CAULIFLOWER (RA),7,49,16,0,19,0,Keshav Kumar,2000
106,810,SPINACH (RA),7,14,17,0,11,0,Keshav Kumar,2000
107,812,CAULIFLOWER (RA),7,45,19,0,20,0,Keshav Kumar,2000
108,811,CABBAGE (RA),7,38,8,0,16,0,Keshav Kumar,2000
109,819,POTATO (RA),7,33,3,0,20,0,Keshav Kumar,2000
110,810,SPINACH (RA),7,27,0,0,15,0,Keshav Kumar,2000
111,812,CAULIFLOWER (RA),7,62,0,0,22,0,Keshav Kumar,2000
112,811,CABBAGE (RA),7,33,13,0,16,0,Keshav Kumar,2000
184,810,SPINACH (RA),7,2,27,0,2,0,Keshav Kumar,2000
208,819,POTATO (RA),7,3,50,0,18,0,Keshav Kumar,2000
216,819,POTATO (RA),7,25,30,0,18,0,Keshav Kumar,2000
217,805,BEETROOT (RA),7,24,31,0,12,0,Keshav Kumar,2000
218,812,CAULIFLOWER (RA),7,24,59,0,19,0,Keshav Kumar,2000
271,811,CABBAGE (RA),7,21,54,0,2,0,Keshav Kumar,2000
272,811,CABBAGE (RA),7,24,43,0,14,0,Keshav Kumar,2000
273,808,CORN SWEET (RA),7,5,43,0,1,0,Keshav Kumar,2000
284,827,MUSTARD LEAF (RA),7,5,25,0,0,0,Keshav Kumar,2000
285,827,MUSTARD LEAF (RA),7,6,27,0,1,0,Keshav Kumar,2000
287,827,MUSTARD LEAF (RA),7,7,20,0,7,0,Keshav Kumar,2000
305,833,KNOL KHOL (RA),7,4,47,0,8,0,Keshav Kumar,2000
325,828,FENUGREEK (RA),7,3,22,0,9,0,Keshav Kumar,2000
326,810,SPINACH (RA),7,3,21,0,8,0,Keshav Kumar,2000
327,810,SPINACH (RA),7,1,28,0,3,0,Keshav Kumar,2000
328,811,CABBAGE (RA),7,4,59,0,9,0,Keshav Kumar,2000
329,805,BEETROOT (RA),7,2,47,0,3,0,Keshav Kumar,2000
330,810,SPINACH (RA),7,4,21,0,8,0,Keshav Kumar,2000
331,819,POTATO (RA),7,9,53,0,12,0,Keshav Kumar,2000
332,832,BROCCOLI (RA),7,12,47,0,10,0,Keshav Kumar,2000
334,811,CABBAGE (RA),7,14,58,0,8,0,Keshav Kumar,2000
341,827,MUSTARD LEAF (RA),7,2,24,0,7,0,Keshav Kumar,2000
342,810,SPINACH (RA),7,1,23,0,7,0,Keshav Kumar,2000
343,832,BROCCOLI (RA),7,3,56,0,10,0,Keshav Kumar,2000
344,819,POTATO (RA),7,4,61,0,10,0,Keshav Kumar,2000
428,810,SPINACH (RA),7,7,25,0,4,0,Keshav Kumar,2000
479,824,CORIANDER – Leaf (RA),7,9,13,0,4,0,Keshav Kumar,2000
481,825,CUCUMBER HYBRID (RA),7,31,44,0,10,0,Keshav Kumar,2000
485,810,SPINACH (RA),7,5,23,0,8,0,Keshav Kumar,2000
486,842,SPONGE GOURD (RA),7,95,104,0,41,0,Keshav Kumar,2000
487,803,LADY FINGER (RA),7,14,52,0,19,0,Keshav Kumar,2000
491,803,LADY FINGER (RA),7,13,53,0,19,0,Keshav Kumar,2000
492,803,LADY FINGER (RA),7,14,51,0,20,0,Keshav Kumar,2000
493,825,CUCUMBER HYBRID (RA),7,42,31,0,11,0,Keshav Kumar,2000
495,810,SPINACH (RA),7,8,22,0,6,0,Keshav Kumar,2000
517,810,SPINACH (RA),7,8,20,0,8,0,Keshav Kumar,2000
518,808,CORN SWEET (RA),7,13,23,0,14,0,Keshav Kumar,2000
519,808,CORN SWEET (RA),7,12,23,0,15,0,Keshav Kumar,2000
520,805,BEETROOT (RA),7,13,31,0,10,0,Keshav Kumar,2000
555,803,LADY FINGER (RA),7,74,10,0,19,0,Keshav Kumar,2000
556,831,WATERMELON (RA),7,8,53,0,16,0,Keshav Kumar,2000
557,825,CUCUMBER HYBRID (RA),7,52,25,0,14,0,Keshav Kumar,2000
558,807,BOTTLEGOURD (RA),7,76,20,0,14,0,Keshav Kumar,2000
580,824,CORIANDER – Leaf (RA),7,19,4,0,3,0,Keshav Kumar,2000
582,842,SPONGE GOURD (RA),7,55,144,0,41,0,Keshav Kumar,2000
591,808,CORN SWEET (RA),7,15,14,0,17,0,Keshav Kumar,2000
592,807,BOTTLEGOURD (RA),7,11,79,0,15,0,Keshav Kumar,2000
593,806,BITTERGOURD (RA),7,14,78,0,17,0,Keshav Kumar,2000
594,842,SPONGE GOURD (RA),7,67,132,0,41,0,Keshav Kumar,2000
596,810,SPINACH (RA),7,15,14,0,8,0,Keshav Kumar,2000
603,807,BOTTLEGOURD (RA),7,18,74,0,13,0,Keshav Kumar,2000
605,810,SPINACH (RA),7,17,12,0,8,0,Keshav Kumar,2000
613,807,BOTTLEGOURD (RA),7,17,73,0,16,0,Keshav Kumar,2000
