crop_id,crop_name,observation_id,action_id,tag,action_title,action_desc,farm_id,expected_value_min,expected_value_max,observation_value,status,company_id,action_date,obs_date,farm_name,state,district,plan_id,pnd_class
801,TOMATO HYBRID (RA),17971,94551,Growth,ATL003,Sapling establishment,491,85.00,95.00,96,CMPL,2000,2023-10-30,2023-10-31,Santosh hande farm,MAHARASHTRA,PUNE,1940,NONE
860,CAULIFLOWER (Del/Nwl-Win),17955,95314,Growth,ATL003,Sapling establishment,88,85.00,95.00,90,CMPL,2000,2023-10-30,2023-10-31,Rampersad swami,RAJASTHAN,JHUNJHUNU,1973,NONE
870,CABBAGE (Del/Nwl-Win),19745,95389,Growth,ATL003,Sapling establishment,360,85.00,95.00,92,CMPL,2000,2023-09-25,2023-11-18,Bhagirath Maharia,RAJASTHAN,SIKAR,1977,NONE
811,CABBAGE (RA),18269,95517,Growth,ATL003,Sapling establishment,493,85.00,95.00,96,CMPL,2000,2023-11-01,2023-11-04,Aswad Thorave Farm,MAHARASHTRA,PUNE,1981,NONE
860,CAULIFLOWER (Del/Nwl-Win),18601,96172,Growth,ATL003,Sapling establishment,25,85.00,95.00,96,CMPL,2000,2023-10-19,2023-11-07,Demo Delhi UFCo,DELHI,NORTH DELHI,2003,NONE
865,BROCCOLI (Del/Nwl-Win),18628,96208,Growth,ATL003,Sapling establishment,25,85.00,95.00,97,CMPL,2000,2023-10-19,2023-11-07,Demo Delhi UFCo,DELHI,NORTH DELHI,2004,NONE
876,TOMATO ROUND DESI (Del/Nwl-Win),18540,96246,Growth,ATL003,Sapling establishment,25,85.00,95.00,93,CMPL,2000,2023-10-23,2023-11-07,Demo Delhi UFCo,DELHI,NORTH DELHI,2005,NONE
811,CABBAGE (RA),19679,96512,Growth,ATL003,Sapling establishment,536,85.00,95.00,95,CMPL,2000,2023-11-06,2023-11-17,Yogesh Dattatray Pawar,MAHARASHTRA,AHMEDNAGAR,2013,NONE
870,CABBAGE (Del/Nwl-Win),19639,97058,Growth,ATL003,Sapling establishment,77,85.00,95.00,85,CMPL,2000,2023-11-13,2023-11-17,Honshiyar Singh,RAJASTHAN,JHUNJHUNU,2023,NONE
860,CAULIFLOWER (Del/Nwl-Win),25767,97122,Growth,ATL003,Sapling establishment,162,85.00,95.00,92,CMPL,2000,2023-10-20,2023-12-27,Pankaj Saini,RAJASTHAN,JHUNJHUNU,2025,NONE
860,CAULIFLOWER (Del/Nwl-Win),23156,97122,Growth,ATL003,Sapling establishment,162,85.00,95.00,92,CMPL,2000,2023-10-20,2023-12-11,Pankaj Saini,RAJASTHAN,JHUNJHUNU,2025,NONE
874,TOMATO OVAL (Del/Nwl-Win),23509,96805,Growth,ATL003,Sapling establishment,345,85.00,95.00,85,CMPL,2000,2023-10-08,2023-12-13,Guljhari lal,RAJASTHAN,JHUNJHUNU,2021,NONE
874,TOMATO OVAL (Del/Nwl-Win),26457,96805,Growth,ATL003,Sapling establishment,345,85.00,95.00,81,CMPL,2000,2023-10-08,2023-12-30,Guljhari lal,RAJASTHAN,JHUNJHUNU,2021,NONE
358,TOMATO (BM1),19072,96626,Growth,ATL003,Sapling establishment,543,85.00,95.00,92,CMPL,1000,2023-10-26,2023-11-10,Laxmikant Belagali Farm,KARNATAKA,BELGAUM,2017,NONE
870,CABBAGE (Del/Nwl-Win),20302,97218,Growth,ATL003,Sapling establishment,162,85.00,95.00,87,CMPL,2000,2023-11-21,2023-11-22,Pankaj Saini,RAJASTHAN,JHUNJHUNU,2031,NONE
860,CAULIFLOWER (Del/Nwl-Win),19400,97182,Growth,ATL003,Sapling establishment,162,85.00,95.00,82,CMPL,2000,2023-11-13,2023-11-16,Pankaj Saini,RAJASTHAN,JHUNJHUNU,2030,NONE
860,CAULIFLOWER (Del/Nwl-Win),20352,99257,Growth,ATL003,Sapling establishment,89,85.00,95.00,97,CMPL,2000,2023-11-21,2023-11-23,Vinod saini,RAJASTHAN,JHUNJHUNU,2082,NONE
870,CABBAGE (Del/Nwl-Win),23654,99714,Growth,ATL003,Sapling establishment,159,85.00,95.00,85,CMPL,2000,2023-12-15,2023-12-15,Murali lal,RAJASTHAN,JHUNJHUNU,2092,NONE
860,CAULIFLOWER (Del/Nwl-Win),22018,99678,Growth,ATL003,Sapling establishment,541,85.00,95.00,84,CMPL,2000,2023-11-20,2023-12-01,Sawer mal,RAJASTHAN,JHUNJHUNU,2090,NONE
811,CABBAGE (RA),19667,99013,Growth,ATL003,Sapling establishment,535,85.00,95.00,98,CMPL,2000,2023-11-11,2023-11-17,Sandeep Karbhari Walve,MAHARASHTRA,AHMEDNAGAR,2075,NONE
811,CABBAGE (RA),19622,98977,Growth,ATL003,Sapling establishment,534,85.00,95.00,95,CMPL,2000,2023-11-10,2023-11-17,Manoj Karbhari Walve,MAHARASHTRA,AHMEDNAGAR,2074,NONE
870,CABBAGE (Del/Nwl-Win),21533,99049,Growth,ATL003,Sapling establishment,345,85.00,95.00,90,CMPL,2000,2023-11-29,2023-11-29,Guljhari lal,RAJASTHAN,JHUNJHUNU,1913,NONE
860,CAULIFLOWER (Del/Nwl-Win),22593,99085,Growth,ATL003,Sapling establishment,345,85.00,95.00,92,CMPL,2000,2023-12-04,2023-12-07,Guljhari lal,RAJASTHAN,JHUNJHUNU,2077,NONE
860,CAULIFLOWER (Del/Nwl-Win),26432,99085,Growth,ATL003,Sapling establishment,345,85.00,95.00,93,CMPL,2000,2023-12-04,2023-12-30,Guljhari lal,RAJASTHAN,JHUNJHUNU,2077,NONE
860,CAULIFLOWER (Del/Nwl-Win),20537,99121,Growth,ATL003,Sapling establishment,65,85.00,95.00,90,CMPL,2000,2023-11-21,2023-11-24,Ramniwas Saini,RAJASTHAN,JHUNJHUNU,2076,NONE
860,CAULIFLOWER (Del/Nwl-Win),27279,99121,Growth,ATL003,Sapling establishment,65,85.00,95.00,90,CMPL,2000,2023-11-21,2024-01-04,Ramniwas Saini,RAJASTHAN,JHUNJHUNU,2076,NONE
354,GREEN CHILLI (BM1),21520,98899,Growth,ATL003,Sapling establishment,573,85.00,95.00,76,CMPL,1000,2023-11-19,2023-11-29,Siddharood Pujeri farm,KARNATAKA,BELGAUM,2073,NONE
860,CAULIFLOWER (Del/Nwl-Win),20396,99868,Growth,ATL003,Sapling establishment,456,85.00,95.00,95,CMPL,2000,2023-11-10,2023-11-23,Babul lal dhinwa,RAJASTHAN,JHUNJHUNU,1900,NONE
860,CAULIFLOWER (Del/Nwl-Win),20620,100553,Growth,ATL003,Sapling establishment,24,85.00,95.00,69,CMPL,2000,2023-11-16,2023-11-25,Gurjit Kaur,DELHI,NORTH DELHI,2113,NONE
870,CABBAGE (Del/Nwl-Win),21261,100831,Growth,ATL003,Sapling establishment,17,85.00,95.00,68,CMPL,2000,2023-10-12,2023-11-28,Chanderboss Farm,DELHI,NORTH DELHI,2111,NONE
870,CABBAGE (Del/Nwl-Win),21992,100993,Growth,ATL003,Sapling establishment,541,85.00,95.00,85,CMPL,2000,2023-11-21,2023-12-01,Sawer mal,RAJASTHAN,JHUNJHUNU,2140,NONE
870,CABBAGE (Del/Nwl-Win),21839,101455,Growth,ATL003,Sapling establishment,54,85.00,95.00,96,CMPL,2000,2023-10-15,2023-12-01,Kiran bala,DELHI,NORTH DELHI,2131,NONE
811,CABBAGE (RA),22520,102596,Growth,ATL003,Sapling establishment,576,85.00,95.00,95,CMPL,2000,2023-12-05,2023-12-06,Demo Farm,MAHARASHTRA,PUNE,2169,NONE
870,CABBAGE (Del/Nwl-Win),22164,103101,Growth,ATL003,Sapling establishment,70,85.00,95.00,93,CMPL,2000,2023-10-30,2023-12-02,Sahanser pal,DELHI,NORTH DELHI,2176,NONE
870,CABBAGE (Del/Nwl-Win),23723,103651,Growth,ATL003,Sapling establishment,85,85.00,95.00,83,CMPL,2000,2023-12-07,2023-12-16,Rajesh Mitharwal,RAJASTHAN,JHUNJHUNU,2165,NONE
811,CABBAGE (RA),22444,103723,Growth,ATL003,Sapling establishment,624,85.00,95.00,96,CMPL,2000,2023-12-03,2023-12-06,Govind Waykar Farm,MAHARASHTRA,PUNE,2191,NONE
812,CAULIFLOWER (RA),22446,103615,Growth,ATL003,Sapling establishment,623,85.00,95.00,95,CMPL,2000,2023-12-01,2023-12-06,Suresh Bhise farm,MAHARASHTRA,PUNE,2189,NONE
860,CAULIFLOWER (Del/Nwl-Win),22449,104746,Growth,ATL003,Sapling establishment,60,85.00,95.00,96,CMPL,2000,2023-11-21,2023-12-06,Murlidhar saini,RAJASTHAN,JHUNJHUNU,1909,NONE
811,CABBAGE (RA),24299,104783,Growth,ATL003,Sapling establishment,625,85.00,95.00,96,CMPL,2000,2023-12-11,2023-12-18,Mallareddy,TELANGANA,K.V.RANGAREDDY,2206,NONE
818,ONION - RED (RA),23580,104946,Growth,ATL003,Sapling establishment,312,85.00,95.00,96,CMPL,2000,2023-12-13,2023-12-13,Gaurav Bhise,MAHARASHTRA,PUNE,2212,NONE
812,CAULIFLOWER (RA),30226,105066,Growth,ATL003,Sapling establishment,632,85.00,95.00,100,CMPL,2000,2023-12-17,2024-01-20,subhash,TELANGANA,K.V.RANGAREDDY,2215,NONE
818,ONION - RED (RA),24630,105569,Growth,ATL003,Sapling establishment,313,85.00,95.00,96,CMPL,2000,2023-12-18,2023-12-19,Jaysing Bhise,MAHARASHTRA,PUNE,2229,NONE
818,ONION - RED (RA),23689,105005,Growth,ATL003,Sapling establishment,135,85.00,95.00,95,CMPL,2000,2023-12-14,2023-12-15,Navnath Khebde,MAHARASHTRA,PUNE,2213,NONE
841,TOMATO ROUND DESI (RA),24912,105732,Growth,ATL003,Sapling establishment,639,85.00,95.00,99,CMPL,2000,2023-12-21,2023-12-21,Vikas Jadhav Farm,MAHARASHTRA,PUNE,2235,NONE
818,ONION - RED (RA),23697,105614,Growth,ATL003,Sapling establishment,307,85.00,95.00,95,CMPL,2000,2023-12-16,2023-12-16,Baban kutal,MAHARASHTRA,PUNE,2230,NONE
818,ONION - RED (RA),24607,105673,Growth,ATL003,Sapling establishment,307,85.00,95.00,96,CMPL,2000,2023-12-18,2023-12-19,Baban kutal,MAHARASHTRA,PUNE,2231,NONE
811,CABBAGE (RA),26437,106483,Growth,ATL003,Sapling establishment,640,85.00,95.00,100,CMPL,2000,2023-12-20,2023-12-30,Vijay,TELANGANA,K.V.RANGAREDDY,2255,NONE
841,TOMATO ROUND DESI (RA),25174,106298,Growth,ATL003,Sapling establishment,533,85.00,95.00,85,CMPL,2000,2023-12-13,2023-12-22,Demo Farm,TELANGANA,K.V.RANGAREDDY,2251,NONE
818,ONION - RED (RA),24583,105929,Growth,ATL003,Sapling establishment,346,85.00,95.00,96,CMPL,2000,2023-12-19,2023-12-19,Bhaskar Domase,MAHARASHTRA,PUNE,2232,NONE
832,BROCCOLI (RA),25316,106231,Growth,ATL003,Sapling establishment,533,85.00,95.00,99,CMPL,2000,2023-12-11,2023-12-22,Demo Farm,TELANGANA,K.V.RANGAREDDY,2249,NONE
801,TOMATO HYBRID (RA),26435,108239,Growth,ATL003,Sapling establishment,306,85.00,95.00,90,CMPL,2000,2023-12-26,2023-12-30,Nilesh Shankar  Khokrale,MAHARASHTRA,PUNE,2304,NONE
860,CAULIFLOWER (Del/Nwl-Win),25293,108634,Growth,ATL003,Sapling establishment,103,85.00,95.00,90,CMPL,2000,2023-11-15,2023-12-22,Moolchand saini,RAJASTHAN,JHUNJHUNU,2312,NONE
860,CAULIFLOWER (Del/Nwl-Win),24994,108548,Growth,ATL003,Sapling establishment,119,85.00,95.00,91,CMPL,2000,2023-11-25,2023-12-21,Vijay kumar,RAJASTHAN,JHUNJHUNU,2309,NONE
860,CAULIFLOWER (Del/Nwl-Win),24965,108512,Growth,ATL003,Sapling establishment,117,85.00,95.00,90,CMPL,2000,2023-11-25,2023-12-21,Ammil lal,RAJASTHAN,JHUNJHUNU,2310,NONE
818,ONION - RED (RA),24961,108469,Growth,ATL003,Sapling establishment,346,85.00,95.00,98,CMPL,2000,2023-12-16,2023-12-21,Bhaskar Domase,MAHARASHTRA,PUNE,2311,NONE
876,TOMATO ROUND DESI (Del/Nwl-Win),25332,108348,Growth,ATL003,Sapling establishment,650,85.00,95.00,96,CMPL,2000,2023-12-13,2023-12-22,Ajay Singh Farm,UTTAR PRADESH,BULANDSHAHR,2306,NONE
818,ONION - RED (RA),25049,108426,Growth,ATL003,Sapling establishment,576,85.00,95.00,98,CMPL,2000,2023-12-19,2023-12-21,Demo Farm,MAHARASHTRA,PUNE,2307,NONE
870,CABBAGE (Del/Nwl-Win),26284,111228,Growth,ATL003,Sapling establishment,99,85.00,95.00,90,CMPL,2000,2023-12-24,2023-12-29,Shishram Saini,RAJASTHAN,JHUNJHUNU,2338,NONE
818,ONION - RED (RA),26484,112748,Growth,ATL003,Sapling establishment,166,85.00,95.00,90,CMPL,2000,2023-12-21,2023-12-30,Pratik Khokrale farm,MAHARASHTRA,PUNE,2356,NONE
801,TOMATO HYBRID (RA),25555,112976,Growth,ATL003,Sapling establishment,347,85.00,95.00,96,CMPL,2000,2023-12-21,2023-12-27,Fulsunder Farm,MAHARASHTRA,PUNE,2359,NONE
841,TOMATO ROUND DESI (RA),25748,112906,Growth,ATL003,Sapling establishment,638,85.00,95.00,98,CMPL,2000,2023-12-21,2023-12-27,Rajkumar Bhor farm,MAHARASHTRA,PUNE,2358,NONE
860,CAULIFLOWER (Del/Nwl-Win),26249,117803,Growth,ATL003,Sapling establishment,459,85.00,95.00,96,CMPL,2000,2023-11-06,2023-12-29,Saroj devi,RAJASTHAN,JHUNJHUNU,2399,NONE
860,CAULIFLOWER (Del/Nwl-Win),26339,118325,Growth,ATL003,Sapling establishment,82,85.00,95.00,96,CMPL,2000,2023-11-24,2023-12-29,Pushpa devi,RAJASTHAN,JHUNJHUNU,2269,NONE
818,ONION - RED (RA),27594,121679,Growth,ATL003,Sapling establishment,355,85.00,95.00,91,CMPL,2000,2024-01-04,2024-01-06,Dipak Shantaram Kale,MAHARASHTRA,PUNE,2433,NONE
841,TOMATO ROUND DESI (RA),27623,121993,Growth,ATL003,Sapling establishment,747,85.00,95.00,91,CMPL,2000,2024-01-02,2024-01-06,Akshay Rajendra Bhor,MAHARASHTRA,PUNE,2439,NONE
801,TOMATO HYBRID (RA),28773,121882,Growth,ATL003,Sapling establishment,623,85.00,95.00,99,CMPL,2000,2024-01-10,2024-01-13,Suresh Bhise farm,MAHARASHTRA,PUNE,2436,NONE
841,TOMATO ROUND DESI (RA),27733,121813,Growth,ATL003,Sapling establishment,748,85.00,95.00,94,CMPL,2000,2024-01-02,2024-01-08,Shantaram Tanaji Bhor,MAHARASHTRA,PUNE,2435,NONE
801,TOMATO HYBRID (RA),28908,122796,Growth,ATL003,Sapling establishment,774,85.00,95.00,99,CMPL,2000,2024-01-12,2024-01-13,Akshay Saravade Farm,MAHARASHTRA,PUNE,2453,NONE
354,GREEN CHILLI (BM1),30926,122448,Growth,ATL003,Sapling establishment,770,85.00,95.00,84,CMPL,1000,2024-01-12,2024-01-25,Dundappa badadavr Farm,KARNATAKA,BELGAUM,2444,NONE
354,GREEN CHILLI (BM1),30927,122448,Growth,ATL003,Sapling establishment,770,85.00,95.00,96,CMPL,1000,2024-01-12,2024-01-25,Dundappa badadavr Farm,KARNATAKA,BELGAUM,2444,NONE
354,GREEN CHILLI (BM1),30285,122540,Growth,ATL003,Sapling establishment,771,85.00,95.00,70,CMPL,1000,2024-01-12,2024-01-20,Siddharood Patil Farm,KARNATAKA,BELGAUM,2445,NONE
358,TOMATO (BM1),31159,122061,Growth,ATL003,Sapling establishment,350,85.00,95.00,93,CMPL,1000,2024-01-12,2024-01-27,Ilahi Nerli,KARNATAKA,BELGAUM,2441,NONE
811,CABBAGE (RA),28486,123698,Growth,ATL003,Sapling establishment,319,85.00,95.00,94,CMPL,2000,2024-01-06,2024-01-12,Santosh Kantilal Godse,MAHARASHTRA,PUNE,2466,NONE
177,GINGER,27851,123457,Growth,ATL003,Sapling establishment,333,85.00,95.00,96,CMPL,1000,2023-09-20,2024-01-09,Belagum farm,KARNATAKA,BELGAUM,2462,NONE
879,KNOL KHOL (Del/Nwl-Win),28774,124266,Growth,ATL003,Sapling establishment,25,85.00,95.00,96,CMPL,2000,2024-01-02,2024-01-13,Demo Delhi UFCo,DELHI,NORTH DELHI,2480,NONE
818,ONION - RED (RA),28152,124695,Growth,ATL003,Sapling establishment,661,85.00,95.00,100,CMPL,2000,2023-12-31,2024-01-10,Kamlesh Baburao Landge,MAHARASHTRA,AHMEDNAGAR,2490,NONE
831,WATERMELON (RA),28517,124526,Growth,ATL003,Sapling establishment,659,85.00,95.00,99,CMPL,2000,2024-01-06,2024-01-12,Vikram Dilip kanawade,MAHARASHTRA,AHMEDNAGAR,2487,NONE
874,TOMATO OVAL (Del/Nwl-Win),28718,124602,Growth,ATL003,Sapling establishment,162,85.00,95.00,88,CMPL,2000,2024-01-04,2024-01-13,Pankaj Saini,RAJASTHAN,JHUNJHUNU,2488,NONE
817,CHILLI - GREEN,28501,124434,Growth,ATL003,Sapling establishment,659,85.00,95.00,95,CMPL,2000,2023-12-30,2024-01-12,Vikram Dilip kanawade,MAHARASHTRA,AHMEDNAGAR,2486,NONE
841,TOMATO ROUND DESI (RA),28167,124816,Growth,ATL003,Sapling establishment,662,85.00,95.00,100,CMPL,2000,2024-01-08,2024-01-10,Somanath keru Landge,MAHARASHTRA,AHMEDNAGAR,2492,NONE
860,CAULIFLOWER (Del/Nwl-Win),28536,125253,Growth,ATL003,Sapling establishment,82,85.00,95.00,96,CMPL,2000,2023-12-07,2024-01-12,Pushpa devi,RAJASTHAN,JHUNJHUNU,2500,NONE
841,TOMATO ROUND DESI (RA),28569,125077,Growth,ATL003,Sapling establishment,355,85.00,95.00,90,CMPL,2000,2024-01-11,2024-01-12,Dipak Shantaram Kale,MAHARASHTRA,PUNE,2499,NONE
832,BROCCOLI (RA),30422,131101,Growth,ATL003,Sapling establishment,627,85.00,95.00,99,CMPL,2000,2024-01-15,2024-01-22,Satish Sakhahari Gholap,MAHARASHTRA,AHMEDNAGAR,2560,NONE
811,CABBAGE (RA),30367,131000,Growth,ATL003,Sapling establishment,627,85.00,95.00,100,CMPL,2000,2024-01-08,2024-01-22,Satish Sakhahari Gholap,MAHARASHTRA,AHMEDNAGAR,2558,NONE
825,CUCUMBER HYBRID (RA),30031,129870,Growth,ATL003,Sapling establishment,808,85.00,95.00,99,CMPL,2000,2024-01-09,2024-01-19,Sanjay Trimbak Varpe,MAHARASHTRA,AHMEDNAGAR,2540,NONE
873,TOMATO OVAL (Del/Nwl-Sum),31167,134243,Growth,ATL003,Sapling establishment,852,85.00,95.00,83,CMPL,2000,2024-01-22,2024-01-27,Mukesh Kumar Saini,RAJASTHAN,JHUNJHUNU,2615,NONE
811,CABBAGE (RA),31139,134075,Growth,ATL003,Sapling establishment,934,85.00,95.00,85,CMPL,2000,2024-01-17,2024-01-27,Priya Anil Wagh,MAHARASHTRA,PUNE,2611,NONE
354,GREEN CHILLI (BM1),30989,133695,Growth,ATL003,Sapling establishment,932,85.00,95.00,83,CMPL,1000,2024-01-22,2024-01-25,Adiveppa sattigeri,KARNATAKA,BELGAUM,2603,NONE
860,CAULIFLOWER (Del/Nwl-Win),30784,133364,Growth,ATL003,Sapling establishment,87,85.00,95.00,90,CMPL,2000,2023-12-30,2024-01-24,Ramswroop saini,RAJASTHAN,JHUNJHUNU,2581,NONE
351,CABBAGE (BM1),31724,133596,Growth,ATL003,Sapling establishment,930,85.00,95.00,94,CMPL,1000,2024-01-18,2024-01-31,Ramesh madihalli,KARNATAKA,BELGAUM,2601,NONE
875,TOMATO ROUND DESI (Del/Nwl-Sum),31209,129387,Growth,ATL003,Sapling establishment,868,85.00,95.00,96,CMPL,2000,2024-01-25,2024-01-27,Fateh Khan,UTTAR PRADESH,BULANDSHAHR,2533,NONE
812,CAULIFLOWER (RA),31325,129485,Growth,ATL003,Sapling establishment,869,85.00,95.00,85,CMPL,2000,2024-01-24,2024-01-29,Sunil Doke Farn,MAHARASHTRA,PUNE,2534,NONE
818,ONION - RED (RA),29889,129219,Growth,ATL003,Sapling establishment,332,85.00,95.00,98,CMPL,2000,2023-12-30,2024-01-19,Suresh Kutal,MAHARASHTRA,PUNE,2532,NONE
811,CABBAGE (RA),29190,127461,Growth,ATL003,Sapling establishment,812,85.00,95.00,96,CMPL,2000,2024-01-17,2024-01-17,Sanjay Gawade Farm,MAHARASHTRA,PUNE,2517,NONE
354,GREEN CHILLI (BM1),29199,127523,Growth,ATL003,Sapling establishment,568,85.00,95.00,92,CMPL,4000,2024-01-04,2024-01-17,Suvarna farm,KARNATAKA,KOLAR,2518,NONE
354,GREEN CHILLI (BM1),29024,127143,Growth,ATL003,Sapling establishment,805,85.00,95.00,82,CMPL,4000,2024-01-01,2024-01-16,Ramachandra farm,KARNATAKA,KOLAR,2513,NONE
801,TOMATO HYBRID (RA),31677,139416,Growth,ATL003,Sapling establishment,107,85.00,95.00,92,CMPL,2000,2024-01-17,2024-01-31,Jitendra Bhikaji Adasare,MAHARASHTRA,PUNE,2697,NONE
352,CAULIFLOWER (BM1),32060,135203,Growth,ATL003,Sapling establishment,554,85.00,95.00,83,CMPL,4000,2023-11-15,2024-02-01,Govinda farm,TAMIL NADU,KRISHNAGIRI,2629,NONE
351,CABBAGE (BM1),32629,140729,Growth,ATL003,Sapling establishment,590,85.00,95.00,94,CMPL,4000,2023-11-14,2024-02-03,Siva kollapalli farm,TAMIL NADU,KRISHNAGIRI,2718,NONE
811,CABBAGE (RA),32826,139565,Growth,ATL003,Sapling establishment,941,85.00,95.00,93,CMPL,2000,2024-01-30,2024-02-03,Rahul uday bhor,MAHARASHTRA,PUNE,2698,NONE
801,TOMATO HYBRID (RA),32492,139625,Growth,ATL003,Sapling establishment,938,85.00,95.00,86,CMPL,2000,2024-01-31,2024-02-02,Ketan Bhaskar,MAHARASHTRA,PUNE,2700,NONE
801,TOMATO HYBRID (RA),32524,139699,Growth,ATL003,Sapling establishment,937,85.00,95.00,90,CMPL,2000,2024-02-01,2024-02-02,Amit Prakash Mahabare,MAHARASHTRA,PUNE,2701,NONE
832,BROCCOLI (RA),32742,141156,Growth,ATL003,Sapling establishment,533,85.00,95.00,100,CMPL,2000,2024-01-28,2024-02-03,Demo Farm,TELANGANA,K.V.RANGAREDDY,2727,NONE
801,TOMATO HYBRID (RA),32822,143586,Growth,ATL003,Sapling establishment,939,85.00,95.00,90,CMPL,2000,2024-01-31,2024-02-03,Kailas Bhujbal,MAHARASHTRA,PUNE,2760,NONE
352,CAULIFLOWER (BM1),32950,143820,Growth,ATL003,Sapling establishment,1080,85.00,95.00,80,CMPL,1000,2024-02-03,2024-02-05,Basavraj bagi,KARNATAKA,BELGAUM,2762,NONE
352,CAULIFLOWER (BM1),32951,143820,Growth,ATL003,Sapling establishment,1080,85.00,95.00,95,CMPL,1000,2024-02-03,2024-02-05,Basavraj bagi,KARNATAKA,BELGAUM,2762,NONE
875,TOMATO ROUND DESI (Del/Nwl-Sum),33289,144330,Growth,ATL003,Sapling establishment,60,85.00,95.00,96,CMPL,2000,2024-01-17,2024-02-06,Murlidhar saini,RAJASTHAN,JHUNJHUNU,2771,NONE
801,TOMATO HYBRID (RA),33166,144130,Growth,ATL003,Sapling establishment,532,85.00,95.00,97,CMPL,2000,2024-02-02,2024-02-06,Sachin Dilip Sonavane,MAHARASHTRA,AHMEDNAGAR,2768,NONE
801,TOMATO HYBRID (RA),33190,144255,Growth,ATL003,Sapling establishment,933,85.00,95.00,95,CMPL,2000,2024-01-24,2024-02-06,Sandip Sonawane,MAHARASHTRA,AHMEDNAGAR,2770,NONE
801,TOMATO HYBRID (RA),35542,146567,Growth,ATL003,Sapling establishment,869,85.00,95.00,90,CMPL,2000,2024-02-15,2024-02-16,Sunil Doke Farn,MAHARASHTRA,PUNE,2809,NONE
873,TOMATO OVAL (Del/Nwl-Sum),35671,146792,Growth,ATL003,Sapling establishment,65,85.00,95.00,86,CMPL,2000,2024-02-10,2024-02-17,Ramniwas Saini,RAJASTHAN,JHUNJHUNU,2812,NONE
354,GREEN CHILLI (BM1),39895,147116,Growth,ATL003,Sapling establishment,929,85.00,95.00,83,CMPL,1000,2024-03-22,2024-03-11,Satish Manepagol,KARNATAKA,BELGAUM,2818,NONE
354,GREEN CHILLI (BM1),39896,147116,Growth,ATL003,Sapling establishment,929,85.00,95.00,85,CMPL,1000,2024-03-22,2024-03-11,Satish Manepagol,KARNATAKA,BELGAUM,2818,NONE
890,SPONGE GOURD (Del/Nwl - Sum),35035,147312,Growth,ATL003,Sapling establishment,578,85.00,95.00,100,CMPL,2000,2024-01-15,2024-02-15,Anil kumar,DELHI,NORTH DELHI,2820,NONE
885,BITTERGOURD (Del/Nwl-Sum),35126,147532,Growth,ATL003,Sapling establishment,578,85.00,95.00,100,CMPL,2000,2024-01-15,2024-02-15,Anil kumar,DELHI,NORTH DELHI,2822,NONE
890,SPONGE GOURD (Del/Nwl - Sum),39871,147780,Growth,ATL003,Sapling establishment,23,85.00,95.00,100,CMPL,2000,2024-01-15,2024-03-11,Vijender Chaudhary,DELHI,NORTH DELHI,2827,NONE
812,CAULIFLOWER (RA),35590,148236,Growth,ATL003,Sapling establishment,941,85.00,95.00,85,CMPL,2000,2024-02-10,2024-02-16,Rahul uday bhor,MAHARASHTRA,PUNE,2833,NONE
812,CAULIFLOWER (RA),35652,148111,Growth,ATL003,Sapling establishment,308,85.00,95.00,90,CMPL,2000,2024-02-17,2024-02-17,Shritej  Rajendra Meher,MAHARASHTRA,PUNE,2832,NONE
811,CABBAGE (RA),35651,148061,Growth,ATL003,Sapling establishment,308,85.00,95.00,91,CMPL,2000,2024-02-17,2024-02-17,Shritej  Rajendra Meher,MAHARASHTRA,PUNE,2831,NONE
890,SPONGE GOURD (Del/Nwl - Sum),35735,149239,Growth,ATL003,Sapling establishment,43,85.00,95.00,77,CMPL,2000,2024-01-15,2024-02-19,Mahavir singh,DELHI,NORTH DELHI,2849,NONE
354,GREEN CHILLI (BM1),67617,149851,Growth,ATL003,Sapling establishment,717,85.00,95.00,94,CMPL,1000,2024-03-22,2024-06-01,Kempanna Manappagol Farm,KARNATAKA,BELGAUM,2858,NONE
801,TOMATO HYBRID (RA),36264,150659,Growth,ATL003,Sapling establishment,576,85.00,95.00,98,CMPL,2000,2024-02-22,2024-02-22,Demo Farm,MAHARASHTRA,PUNE,2874,NONE
890,SPONGE GOURD (Del/Nwl - Sum),36639,150962,Growth,ATL003,Sapling establishment,776,85.00,95.00,100,CMPL,2000,2024-02-21,2024-02-24,Rajneesh kumar,DELHI,NORTH WEST DELHI,2879,NONE
873,TOMATO OVAL (Del/Nwl-Sum),36353,156163,Growth,ATL003,Sapling establishment,459,85.00,95.00,90,CMPL,2000,2024-02-08,2024-02-22,Saroj devi,RAJASTHAN,JHUNJHUNU,2870,NONE
873,TOMATO OVAL (Del/Nwl-Sum),36883,156683,Growth,ATL003,Sapling establishment,60,85.00,95.00,94,CMPL,2000,2024-02-12,2024-02-24,Murlidhar saini,RAJASTHAN,JHUNJHUNU,2932,NONE
892,CHILLI - GREEN (Del/Nwl-Sum),36814,156571,Growth,ATL003,Sapling establishment,60,85.00,95.00,95,CMPL,2000,2024-02-17,2024-02-24,Murlidhar saini,RAJASTHAN,JHUNJHUNU,2933,NONE
811,CABBAGE (RA),37014,156882,Growth,ATL003,Sapling establishment,576,85.00,95.00,99,CMPL,2000,2024-02-23,2024-02-24,Demo Farm,MAHARASHTRA,PUNE,2942,NONE
